"","country","v185","v186","v187"
"8387","Czech Republic",1,1,1
"8388","Czech Republic",1,1,1
"8389","Czech Republic",5,5,5
"8390","Czech Republic",1,1,1
"8391","Czech Republic",3,2,1
"8392","Czech Republic",6,5,7
"8393","Czech Republic",4,2,2
"8394","Czech Republic",1,2,1
"8395","Czech Republic",3,2,1
"8396","Czech Republic",1,1,1
"8397","Czech Republic",4,1,1
"8398","Czech Republic",1,1,1
"8399","Czech Republic",5,5,5
"8400","Czech Republic",1,1,1
"8401","Czech Republic",1,1,1
"8402","Czech Republic",4,5,4
"8403","Czech Republic",-1,5,-1
"8404","Czech Republic",1,1,1
"8405","Czech Republic",1,1,4
"8406","Czech Republic",10,1,1
"8407","Czech Republic",7,4,4
"8408","Czech Republic",-1,1,1
"8409","Czech Republic",5,1,2
"8410","Czech Republic",4,3,3
"8411","Czech Republic",2,1,1
"8412","Czech Republic",5,1,1
"8413","Czech Republic",5,3,1
"8414","Czech Republic",1,1,1
"8415","Czech Republic",3,1,1
"8416","Czech Republic",2,2,2
"8417","Czech Republic",1,1,1
"8418","Czech Republic",1,1,1
"8419","Czech Republic",8,5,5
"8420","Czech Republic",3,3,3
"8421","Czech Republic",2,2,1
"8422","Czech Republic",2,2,3
"8423","Czech Republic",1,1,1
"8424","Czech Republic",1,1,1
"8425","Czech Republic",1,1,1
"8426","Czech Republic",2,1,1
"8427","Czech Republic",2,1,1
"8428","Czech Republic",5,1,2
"8429","Czech Republic",2,1,1
"8430","Czech Republic",3,1,1
"8431","Czech Republic",1,1,1
"8432","Czech Republic",4,1,1
"8433","Czech Republic",1,1,1
"8434","Czech Republic",2,1,1
"8435","Czech Republic",1,1,1
"8436","Czech Republic",1,1,1
"8437","Czech Republic",1,1,1
"8438","Czech Republic",1,1,1
"8439","Czech Republic",1,1,1
"8440","Czech Republic",4,5,5
"8441","Czech Republic",1,1,1
"8442","Czech Republic",1,1,1
"8443","Czech Republic",6,4,4
"8444","Czech Republic",1,1,1
"8445","Czech Republic",2,2,2
"8446","Czech Republic",1,1,1
"8447","Czech Republic",2,1,2
"8448","Czech Republic",1,1,1
"8449","Czech Republic",1,1,1
"8450","Czech Republic",1,1,1
"8451","Czech Republic",5,3,3
"8452","Czech Republic",1,1,2
"8453","Czech Republic",4,3,3
"8454","Czech Republic",1,1,10
"8455","Czech Republic",1,1,2
"8456","Czech Republic",1,1,1
"8457","Czech Republic",1,1,1
"8458","Czech Republic",8,8,4
"8459","Czech Republic",2,2,1
"8460","Czech Republic",10,7,7
"8461","Czech Republic",10,3,3
"8462","Czech Republic",10,5,6
"8463","Czech Republic",9,1,1
"8464","Czech Republic",8,6,6
"8465","Czech Republic",8,4,3
"8466","Czech Republic",8,3,2
"8467","Czech Republic",1,2,2
"8468","Czech Republic",5,2,2
"8469","Czech Republic",6,3,3
"8470","Czech Republic",5,3,4
"8471","Czech Republic",4,4,3
"8472","Czech Republic",1,1,1
"8473","Czech Republic",5,1,2
"8474","Czech Republic",8,2,4
"8475","Czech Republic",1,1,1
"8476","Czech Republic",4,2,2
"8477","Czech Republic",3,2,5
"8478","Czech Republic",3,1,1
"8479","Czech Republic",4,1,7
"8480","Czech Republic",10,1,1
"8481","Czech Republic",1,1,1
"8482","Czech Republic",3,1,1
"8483","Czech Republic",1,1,1
"8484","Czech Republic",2,4,3
"8485","Czech Republic",9,1,1
"8486","Czech Republic",2,1,1
"8487","Czech Republic",1,2,1
"8488","Czech Republic",2,1,2
"8489","Czech Republic",1,1,1
"8490","Czech Republic",1,1,1
"8491","Czech Republic",1,1,1
"8492","Czech Republic",8,8,8
"8493","Czech Republic",4,3,3
"8494","Czech Republic",9,9,9
"8495","Czech Republic",6,6,4
"8496","Czech Republic",5,3,3
"8497","Czech Republic",5,5,3
"8498","Czech Republic",7,7,4
"8499","Czech Republic",5,3,6
"8500","Czech Republic",5,2,3
"8501","Czech Republic",3,2,2
"8502","Czech Republic",10,1,1
"8503","Czech Republic",7,-1,4
"8504","Czech Republic",4,4,4
"8505","Czech Republic",4,4,2
"8506","Czech Republic",4,2,3
"8507","Czech Republic",2,2,2
"8508","Czech Republic",3,4,4
"8509","Czech Republic",5,5,5
"8510","Czech Republic",3,2,5
"8511","Czech Republic",1,1,1
"8512","Czech Republic",8,-1,4
"8513","Czech Republic",5,2,2
"8514","Czech Republic",5,2,5
"8515","Czech Republic",7,1,1
"8516","Czech Republic",5,1,1
"8517","Czech Republic",1,1,1
"8518","Czech Republic",-2,2,4
"8519","Czech Republic",5,1,5
"8520","Czech Republic",5,3,1
"8521","Czech Republic",1,2,2
"8522","Czech Republic",8,9,9
"8523","Czech Republic",3,3,3
"8524","Czech Republic",9,5,-1
"8525","Czech Republic",10,1,1
"8526","Czech Republic",1,1,1
"8527","Czech Republic",2,2,3
"8528","Czech Republic",1,5,1
"8529","Czech Republic",1,1,1
"8530","Czech Republic",4,6,3
"8531","Czech Republic",4,4,1
"8532","Czech Republic",1,1,1
"8533","Czech Republic",1,1,2
"8534","Czech Republic",6,8,3
"8535","Czech Republic",1,4,2
"8536","Czech Republic",4,1,1
"8537","Czech Republic",1,2,1
"8538","Czech Republic",4,4,4
"8539","Czech Republic",4,4,3
"8540","Czech Republic",6,5,5
"8541","Czech Republic",3,3,2
"8542","Czech Republic",6,1,1
"8543","Czech Republic",7,5,8
"8544","Czech Republic",1,1,1
"8545","Czech Republic",3,1,1
"8546","Czech Republic",10,5,5
"8547","Czech Republic",1,1,1
"8548","Czech Republic",4,5,1
"8549","Czech Republic",5,2,2
"8550","Czech Republic",8,4,8
"8551","Czech Republic",8,7,9
"8552","Czech Republic",3,3,3
"8553","Czech Republic",4,3,5
"8554","Czech Republic",4,4,6
"8555","Czech Republic",5,3,4
"8556","Czech Republic",5,2,2
"8557","Czech Republic",3,5,1
"8558","Czech Republic",1,1,1
"8559","Czech Republic",2,1,2
"8560","Czech Republic",5,6,1
"8561","Czech Republic",9,9,6
"8562","Czech Republic",10,3,3
"8563","Czech Republic",1,1,1
"8564","Czech Republic",-2,-2,-2
"8565","Czech Republic",1,1,1
"8566","Czech Republic",10,-1,-1
"8567","Czech Republic",7,8,9
"8568","Czech Republic",5,5,4
"8569","Czech Republic",5,-1,6
"8570","Czech Republic",4,4,3
"8571","Czech Republic",10,1,2
"8572","Czech Republic",6,7,4
"8573","Czech Republic",10,5,8
"8574","Czech Republic",2,2,2
"8575","Czech Republic",8,4,7
"8576","Czech Republic",8,8,6
"8577","Czech Republic",10,10,10
"8578","Czech Republic",5,3,1
"8579","Czech Republic",5,4,6
"8580","Czech Republic",1,1,1
"8581","Czech Republic",-2,1,1
"8582","Czech Republic",9,1,7
"8583","Czech Republic",5,7,5
"8584","Czech Republic",9,2,1
"8585","Czech Republic",10,1,1
"8586","Czech Republic",4,3,6
"8587","Czech Republic",6,3,2
"8588","Czech Republic",5,1,1
"8589","Czech Republic",9,5,5
"8590","Czech Republic",4,2,2
"8591","Czech Republic",4,1,1
"8592","Czech Republic",1,1,1
"8593","Czech Republic",2,1,4
"8594","Czech Republic",9,2,2
"8595","Czech Republic",2,5,2
"8596","Czech Republic",2,8,2
"8597","Czech Republic",8,2,5
"8598","Czech Republic",7,2,1
"8599","Czech Republic",5,3,3
"8600","Czech Republic",3,1,2
"8601","Czech Republic",5,2,5
"8602","Czech Republic",2,2,2
"8603","Czech Republic",3,3,3
"8604","Czech Republic",5,5,3
"8605","Czech Republic",5,3,3
"8606","Czech Republic",6,5,4
"8607","Czech Republic",5,4,8
"8608","Czech Republic",7,4,4
"8609","Czech Republic",3,3,1
"8610","Czech Republic",2,1,1
"8611","Czech Republic",4,3,3
"8612","Czech Republic",4,4,3
"8613","Czech Republic",-1,1,1
"8614","Czech Republic",7,8,6
"8615","Czech Republic",5,2,1
"8616","Czech Republic",9,9,9
"8617","Czech Republic",1,1,1
"8618","Czech Republic",1,1,1
"8619","Czech Republic",1,1,1
"8620","Czech Republic",4,2,2
"8621","Czech Republic",5,3,1
"8622","Czech Republic",5,2,2
"8623","Czech Republic",3,1,1
"8624","Czech Republic",5,1,1
"8625","Czech Republic",1,1,1
"8626","Czech Republic",1,1,1
"8627","Czech Republic",1,1,1
"8628","Czech Republic",2,2,3
"8629","Czech Republic",1,1,1
"8630","Czech Republic",3,2,2
"8631","Czech Republic",1,1,2
"8632","Czech Republic",-1,5,-1
"8633","Czech Republic",9,1,1
"8634","Czech Republic",8,8,8
"8635","Czech Republic",10,9,10
"8636","Czech Republic",5,3,1
"8637","Czech Republic",5,3,2
"8638","Czech Republic",9,4,4
"8639","Czech Republic",2,1,1
"8640","Czech Republic",1,1,1
"8641","Czech Republic",7,3,4
"8642","Czech Republic",2,1,5
"8643","Czech Republic",2,2,2
"8644","Czech Republic",10,1,1
"8645","Czech Republic",9,7,5
"8646","Czech Republic",1,1,1
"8647","Czech Republic",1,1,1
"8648","Czech Republic",1,1,1
"8649","Czech Republic",1,1,1
"8650","Czech Republic",5,4,3
"8651","Czech Republic",1,1,1
"8652","Czech Republic",1,1,1
"8653","Czech Republic",3,3,3
"8654","Czech Republic",1,1,1
"8655","Czech Republic",1,1,1
"8656","Czech Republic",9,3,1
"8657","Czech Republic",8,2,1
"8658","Czech Republic",2,5,1
"8659","Czech Republic",1,1,1
"8660","Czech Republic",8,3,6
"8661","Czech Republic",5,5,5
"8662","Czech Republic",10,5,6
"8663","Czech Republic",1,1,1
"8664","Czech Republic",1,1,1
"8665","Czech Republic",1,1,1
"8666","Czech Republic",4,5,2
"8667","Czech Republic",9,8,7
"8668","Czech Republic",8,5,5
"8669","Czech Republic",1,-1,-1
"8670","Czech Republic",8,5,5
"8671","Czech Republic",5,3,4
"8672","Czech Republic",10,1,4
"8673","Czech Republic",5,3,2
"8674","Czech Republic",2,2,1
"8675","Czech Republic",3,2,1
"8676","Czech Republic",2,1,2
"8677","Czech Republic",2,3,6
"8678","Czech Republic",8,3,1
"8679","Czech Republic",6,4,4
"8680","Czech Republic",2,1,1
"8681","Czech Republic",1,1,1
"8682","Czech Republic",1,1,1
"8683","Czech Republic",1,1,1
"8684","Czech Republic",5,1,5
"8685","Czech Republic",1,1,1
"8686","Czech Republic",2,2,1
"8687","Czech Republic",10,1,1
"8688","Czech Republic",1,1,2
"8689","Czech Republic",2,1,2
"8690","Czech Republic",1,1,1
"8691","Czech Republic",5,1,1
"8692","Czech Republic",1,1,1
"8693","Czech Republic",1,1,1
"8694","Czech Republic",1,1,1
"8695","Czech Republic",1,1,1
"8696","Czech Republic",1,1,1
"8697","Czech Republic",4,7,3
"8698","Czech Republic",8,7,7
"8699","Czech Republic",1,1,1
"8700","Czech Republic",2,2,2
"8701","Czech Republic",5,4,2
"8702","Czech Republic",7,8,7
"8703","Czech Republic",9,5,7
"8704","Czech Republic",1,3,3
"8705","Czech Republic",1,5,5
"8706","Czech Republic",5,9,6
"8707","Czech Republic",1,1,1
"8708","Czech Republic",5,5,5
"8709","Czech Republic",7,7,8
"8710","Czech Republic",2,3,3
"8711","Czech Republic",4,3,5
"8712","Czech Republic",1,1,1
"8713","Czech Republic",8,6,4
"8714","Czech Republic",5,3,3
"8715","Czech Republic",3,2,3
"8716","Czech Republic",6,8,7
"8717","Czech Republic",1,1,1
"8718","Czech Republic",1,1,1
"8719","Czech Republic",1,3,3
"8720","Czech Republic",1,1,1
"8721","Czech Republic",5,5,5
"8722","Czech Republic",2,3,3
"8723","Czech Republic",5,5,7
"8724","Czech Republic",10,1,10
"8725","Czech Republic",5,4,4
"8726","Czech Republic",3,3,3
"8727","Czech Republic",4,7,-1
"8728","Czech Republic",2,3,4
"8729","Czech Republic",5,3,3
"8730","Czech Republic",8,7,-1
"8731","Czech Republic",7,4,8
"8732","Czech Republic",6,6,5
"8733","Czech Republic",3,8,3
"8734","Czech Republic",3,3,2
"8735","Czech Republic",-1,3,3
"8736","Czech Republic",6,4,2
"8737","Czech Republic",4,1,2
"8738","Czech Republic",-1,1,2
"8739","Czech Republic",5,3,5
"8740","Czech Republic",6,6,3
"8741","Czech Republic",3,1,2
"8742","Czech Republic",8,8,6
"8743","Czech Republic",3,1,1
"8744","Czech Republic",3,2,1
"8745","Czech Republic",7,6,7
"8746","Czech Republic",1,1,1
"8747","Czech Republic",8,7,3
"8748","Czech Republic",1,1,1
"8749","Czech Republic",7,7,8
"8750","Czech Republic",1,1,1
"8751","Czech Republic",1,3,2
"8752","Czech Republic",1,1,1
"8753","Czech Republic",5,7,3
"8754","Czech Republic",10,10,10
"8755","Czech Republic",1,1,1
"8756","Czech Republic",10,10,7
"8757","Czech Republic",1,1,1
"8758","Czech Republic",2,8,8
"8759","Czech Republic",2,2,1
"8760","Czech Republic",3,2,2
"8761","Czech Republic",2,2,2
"8762","Czech Republic",1,1,1
"8763","Czech Republic",1,3,1
"8764","Czech Republic",5,3,2
"8765","Czech Republic",5,2,2
"8766","Czech Republic",6,4,5
"8767","Czech Republic",7,7,5
"8768","Czech Republic",1,1,1
"8769","Czech Republic",3,1,1
"8770","Czech Republic",3,1,1
"8771","Czech Republic",1,1,1
"8772","Czech Republic",1,1,1
"8773","Czech Republic",1,1,1
"8774","Czech Republic",1,1,1
"8775","Czech Republic",1,1,1
"8776","Czech Republic",2,2,1
"8777","Czech Republic",1,1,1
"8778","Czech Republic",1,1,1
"8779","Czech Republic",1,1,1
"8780","Czech Republic",1,1,1
"8781","Czech Republic",4,3,1
"8782","Czech Republic",1,1,1
"8783","Czech Republic",3,1,1
"8784","Czech Republic",3,2,3
"8785","Czech Republic",3,1,1
"8786","Czech Republic",8,3,1
"8787","Czech Republic",5,4,3
"8788","Czech Republic",1,1,1
"8789","Czech Republic",9,6,5
"8790","Czech Republic",4,2,2
"8791","Czech Republic",1,1,1
"8792","Czech Republic",1,1,1
"8793","Czech Republic",1,1,1
"8794","Czech Republic",1,1,1
"8795","Czech Republic",1,1,1
"8796","Czech Republic",1,1,1
"8797","Czech Republic",1,1,1
"8798","Czech Republic",1,1,1
"8799","Czech Republic",1,1,1
"8800","Czech Republic",8,8,5
"8801","Czech Republic",4,2,1
"8802","Czech Republic",6,5,-1
"8803","Czech Republic",1,1,1
"8804","Czech Republic",5,1,1
"8805","Czech Republic",8,3,4
"8806","Czech Republic",6,6,5
"8807","Czech Republic",10,1,3
"8808","Czech Republic",3,3,3
"8809","Czech Republic",5,5,5
"8810","Czech Republic",3,3,2
"8811","Czech Republic",5,7,2
"8812","Czech Republic",6,5,7
"8813","Czech Republic",1,1,1
"8814","Czech Republic",1,1,1
"8815","Czech Republic",3,7,7
"8816","Czech Republic",1,1,1
"8817","Czech Republic",10,7,7
"8818","Czech Republic",4,1,2
"8819","Czech Republic",2,1,1
"8820","Czech Republic",10,7,1
"8821","Czech Republic",9,5,3
"8822","Czech Republic",9,3,2
"8823","Czech Republic",5,3,3
"8824","Czech Republic",7,10,3
"8825","Czech Republic",1,1,1
"8826","Czech Republic",-1,1,-1
"8827","Czech Republic",1,1,1
"8828","Czech Republic",2,1,1
"8829","Czech Republic",1,2,1
"8830","Czech Republic",1,1,1
"8831","Czech Republic",9,3,3
"8832","Czech Republic",10,5,3
"8833","Czech Republic",5,4,2
"8834","Czech Republic",10,10,-1
"8835","Czech Republic",5,5,-1
"8836","Czech Republic",9,5,5
"8837","Czech Republic",7,6,7
"8838","Czech Republic",9,4,5
"8839","Czech Republic",1,1,1
"8840","Czech Republic",7,1,1
"8841","Czech Republic",5,4,3
"8842","Czech Republic",4,6,1
"8843","Czech Republic",7,4,4
"8844","Czech Republic",3,3,1
"8845","Czech Republic",2,2,2
"8846","Czech Republic",8,8,8
"8847","Czech Republic",3,5,5
"8848","Czech Republic",-2,-2,-2
"8849","Czech Republic",-2,-2,-2
"8850","Czech Republic",4,4,2
"8851","Czech Republic",6,4,2
"8852","Czech Republic",4,3,3
"8853","Czech Republic",5,3,3
"8854","Czech Republic",5,3,2
"8855","Czech Republic",7,6,3
"8856","Czech Republic",1,1,1
"8857","Czech Republic",8,7,7
"8858","Czech Republic",2,2,2
"8859","Czech Republic",9,5,8
"8860","Czech Republic",9,4,3
"8861","Czech Republic",5,6,7
"8862","Czech Republic",5,1,5
"8863","Czech Republic",10,1,1
"8864","Czech Republic",6,6,1
"8865","Czech Republic",8,1,5
"8866","Czech Republic",2,2,2
"8867","Czech Republic",1,1,1
"8868","Czech Republic",7,5,5
"8869","Czech Republic",-1,3,-1
"8870","Czech Republic",3,10,1
"8871","Czech Republic",5,4,5
"8872","Czech Republic",5,5,3
"8873","Czech Republic",7,3,4
"8874","Czech Republic",4,7,3
"8875","Czech Republic",8,3,3
"8876","Czech Republic",6,4,3
"8877","Czech Republic",1,1,1
"8878","Czech Republic",5,5,1
"8879","Czech Republic",5,8,5
"8880","Czech Republic",3,1,1
"8881","Czech Republic",7,7,7
"8882","Czech Republic",10,3,4
"8883","Czech Republic",4,3,1
"8884","Czech Republic",6,3,7
"8885","Czech Republic",5,4,4
"8886","Czech Republic",2,3,3
"8887","Czech Republic",9,7,6
"8888","Czech Republic",5,1,4
"8889","Czech Republic",8,2,8
"8890","Czech Republic",3,1,1
"8891","Czech Republic",2,2,2
"8892","Czech Republic",1,1,1
"8893","Czech Republic",5,4,7
"8894","Czech Republic",10,1,4
"8895","Czech Republic",10,4,1
"8896","Czech Republic",6,7,3
"8897","Czech Republic",8,1,1
"8898","Czech Republic",10,6,1
"8899","Czech Republic",2,1,1
"8900","Czech Republic",5,4,3
"8901","Czech Republic",1,1,5
"8902","Czech Republic",1,3,6
"8903","Czech Republic",-1,-1,-1
"8904","Czech Republic",2,7,9
"8905","Czech Republic",4,5,3
"8906","Czech Republic",3,1,1
"8907","Czech Republic",7,7,-1
"8908","Czech Republic",8,2,3
"8909","Czech Republic",2,2,2
"8910","Czech Republic",9,6,6
"8911","Czech Republic",5,2,1
"8912","Czech Republic",1,1,1
"8913","Czech Republic",5,4,3
"8914","Czech Republic",5,6,-1
"8915","Czech Republic",7,4,3
"8916","Czech Republic",3,1,1
"8917","Czech Republic",5,5,-1
"8918","Czech Republic",10,6,6
"8919","Czech Republic",7,4,3
"8920","Czech Republic",5,5,5
"8921","Czech Republic",10,10,1
"8922","Czech Republic",1,1,1
"8923","Czech Republic",1,1,2
"8924","Czech Republic",9,10,2
"8925","Czech Republic",1,1,1
"8926","Czech Republic",3,2,3
"8927","Czech Republic",3,5,5
"8928","Czech Republic",3,7,7
"8929","Czech Republic",3,2,1
"8930","Czech Republic",7,3,1
"8931","Czech Republic",3,2,1
"8932","Czech Republic",9,2,2
"8933","Czech Republic",7,5,5
"8934","Czech Republic",8,2,1
"8935","Czech Republic",4,4,2
"8936","Czech Republic",3,1,2
"8937","Czech Republic",1,1,1
"8938","Czech Republic",7,2,1
"8939","Czech Republic",4,4,3
"8940","Czech Republic",8,7,4
"8941","Czech Republic",2,2,1
"8942","Czech Republic",5,6,3
"8943","Czech Republic",9,9,9
"8944","Czech Republic",5,3,1
"8945","Czech Republic",8,5,2
"8946","Czech Republic",7,1,1
"8947","Czech Republic",5,3,3
"8948","Czech Republic",3,3,4
"8949","Czech Republic",5,1,1
"8950","Czech Republic",5,3,3
"8951","Czech Republic",5,5,5
"8952","Czech Republic",5,1,1
"8953","Czech Republic",3,1,1
"8954","Czech Republic",-1,2,1
"8955","Czech Republic",5,-1,1
"8956","Czech Republic",-1,1,1
"8957","Czech Republic",3,3,1
"8958","Czech Republic",-1,1,1
"8959","Czech Republic",1,1,-1
"8960","Czech Republic",5,5,1
"8961","Czech Republic",6,1,1
"8962","Czech Republic",8,7,10
"8963","Czech Republic",-1,1,1
"8964","Czech Republic",3,1,1
"8965","Czech Republic",7,2,1
"8966","Czech Republic",2,2,-1
"8967","Czech Republic",3,2,1
"8968","Czech Republic",5,3,3
"8969","Czech Republic",10,3,1
"8970","Czech Republic",8,2,1
"8971","Czech Republic",4,1,1
"8972","Czech Republic",3,2,2
"8973","Czech Republic",6,2,2
"8974","Czech Republic",6,2,5
"8975","Czech Republic",1,1,1
"8976","Czech Republic",3,2,2
"8977","Czech Republic",1,1,2
"8978","Czech Republic",3,2,3
"8979","Czech Republic",1,1,1
"8980","Czech Republic",3,1,2
"8981","Czech Republic",1,1,1
"8982","Czech Republic",1,1,1
"8983","Czech Republic",1,1,1
"8984","Czech Republic",2,1,2
"8985","Czech Republic",1,1,2
"8986","Czech Republic",7,3,2
"8987","Czech Republic",1,1,1
"8988","Czech Republic",1,1,1
"8989","Czech Republic",1,1,1
"8990","Czech Republic",2,1,2
"8991","Czech Republic",1,1,1
"8992","Czech Republic",1,1,1
"8993","Czech Republic",1,1,1
"8994","Czech Republic",2,1,3
"8995","Czech Republic",1,1,1
"8996","Czech Republic",1,1,1
"8997","Czech Republic",3,1,1
"8998","Czech Republic",3,5,5
"8999","Czech Republic",8,5,6
"9000","Czech Republic",1,1,1
"9001","Czech Republic",7,4,5
"9002","Czech Republic",7,3,3
"9003","Czech Republic",1,3,4
"9004","Czech Republic",5,6,6
"9005","Czech Republic",2,1,1
"9006","Czech Republic",5,5,3
"9007","Czech Republic",1,1,1
"9008","Czech Republic",1,1,1
"9009","Czech Republic",3,2,1
"9010","Czech Republic",10,5,1
"9011","Czech Republic",1,1,1
"9012","Czech Republic",2,1,1
"9013","Czech Republic",3,9,9
"9014","Czech Republic",-1,1,1
"9015","Czech Republic",6,7,5
"9016","Czech Republic",4,1,2
"9017","Czech Republic",5,5,5
"9018","Czech Republic",4,2,2
"9019","Czech Republic",10,-1,5
"9020","Czech Republic",-2,-2,-2
"9021","Czech Republic",6,2,-1
"9022","Czech Republic",4,2,10
"9023","Czech Republic",10,5,4
"9024","Czech Republic",9,1,5
"9025","Czech Republic",3,2,3
"9026","Czech Republic",10,2,2
"9027","Czech Republic",7,3,5
"9028","Czech Republic",3,3,3
"9029","Czech Republic",3,2,3
"9030","Czech Republic",3,2,3
"9031","Czech Republic",3,2,3
"9032","Czech Republic",3,2,5
"9033","Czech Republic",3,3,3
"9034","Czech Republic",3,2,5
"9035","Czech Republic",5,4,1
"9036","Czech Republic",5,4,3
"9037","Czech Republic",9,3,1
"9038","Czech Republic",7,3,1
"9039","Czech Republic",7,5,3
"9040","Czech Republic",5,5,5
"9041","Czech Republic",9,4,1
"9042","Czech Republic",5,3,1
"9043","Czech Republic",5,1,1
"9044","Czech Republic",5,2,1
"9045","Czech Republic",4,4,3
"9046","Czech Republic",5,4,4
"9047","Czech Republic",5,4,3
"9048","Czech Republic",6,5,5
"9049","Czech Republic",5,5,4
"9050","Czech Republic",5,-1,5
"9051","Czech Republic",10,3,1
"9052","Czech Republic",3,2,1
"9053","Czech Republic",6,2,2
"9054","Czech Republic",4,3,1
"9055","Czech Republic",4,4,1
"9056","Czech Republic",1,2,2
"9057","Czech Republic",8,5,2
"9058","Czech Republic",3,2,2
"9059","Czech Republic",1,2,2
"9060","Czech Republic",5,2,1
"9061","Czech Republic",2,1,1
"9062","Czech Republic",10,1,1
"9063","Czech Republic",10,1,1
"9064","Czech Republic",9,1,1
"9065","Czech Republic",1,1,1
"9066","Czech Republic",4,2,2
"9067","Czech Republic",-2,3,4
"9068","Czech Republic",1,1,1
"9069","Czech Republic",4,5,5
"9070","Czech Republic",8,3,2
"9071","Czech Republic",5,4,1
"9072","Czech Republic",10,1,3
"9073","Czech Republic",8,2,2
"9074","Czech Republic",7,6,4
"9075","Czech Republic",10,7,5
"9076","Czech Republic",6,4,7
"9077","Czech Republic",3,3,1
"9078","Czech Republic",3,3,1
"9079","Czech Republic",-2,-2,1
"9080","Czech Republic",3,3,2
"9081","Czech Republic",3,3,2
"9082","Czech Republic",3,3,3
"9083","Czech Republic",4,4,-2
"9084","Czech Republic",3,1,1
"9085","Czech Republic",5,2,1
"9086","Czech Republic",2,1,1
"9087","Czech Republic",4,3,1
"9088","Czech Republic",2,1,1
"9089","Czech Republic",1,1,1
"9090","Czech Republic",1,1,1
"9091","Czech Republic",1,1,1
"9092","Czech Republic",1,1,1
"9093","Czech Republic",1,1,1
"9094","Czech Republic",10,1,1
"9095","Czech Republic",8,3,2
"9096","Czech Republic",1,1,1
"9097","Czech Republic",1,1,1
"9098","Czech Republic",5,1,1
"9099","Czech Republic",1,1,1
"9100","Czech Republic",1,1,1
"9101","Czech Republic",7,1,1
"9102","Czech Republic",10,3,3
"9103","Czech Republic",5,1,1
"9104","Czech Republic",10,1,1
"9105","Czech Republic",4,1,1
"9106","Czech Republic",1,1,1
"9107","Czech Republic",10,1,1
"9108","Czech Republic",2,1,2
"9109","Czech Republic",1,1,1
"9110","Czech Republic",2,1,2
"9111","Czech Republic",2,2,1
"9112","Czech Republic",1,4,4
"9113","Czech Republic",7,4,5
"9114","Czech Republic",3,3,2
"9115","Czech Republic",10,1,1
"9116","Czech Republic",3,1,1
"9117","Czech Republic",5,5,1
"9118","Czech Republic",1,1,1
"9119","Czech Republic",10,3,10
"9120","Czech Republic",1,1,1
"9121","Czech Republic",5,1,1
"9122","Czech Republic",3,4,3
"9123","Czech Republic",4,2,1
"9124","Czech Republic",5,7,7
"9125","Czech Republic",5,1,1
"9126","Czech Republic",10,1,1
"9127","Czech Republic",3,5,5
"9128","Czech Republic",1,1,1
"9129","Czech Republic",3,5,7
"9130","Czech Republic",2,1,3
"9131","Czech Republic",5,5,5
"9132","Czech Republic",1,1,1
"9133","Czech Republic",5,3,3
"9134","Czech Republic",2,2,1
"9135","Czech Republic",2,2,2
"9136","Czech Republic",1,1,1
"9137","Czech Republic",10,1,1
"9138","Czech Republic",9,4,5
"9139","Czech Republic",3,1,1
"9140","Czech Republic",1,1,1
"9141","Czech Republic",7,6,7
"9142","Czech Republic",10,5,-1
"9143","Czech Republic",9,5,-1
"9144","Czech Republic",4,8,5
"9145","Czech Republic",10,7,5
"9146","Czech Republic",2,2,2
"9147","Czech Republic",7,1,1
"9148","Czech Republic",3,2,1
"9149","Czech Republic",3,2,1
"9150","Czech Republic",2,2,2
"9151","Czech Republic",2,3,3
"9152","Czech Republic",3,1,1
"9153","Czech Republic",2,2,1
"9154","Czech Republic",3,1,1
"9155","Czech Republic",1,1,1
"9156","Czech Republic",1,1,1
"9157","Czech Republic",1,1,1
"9158","Czech Republic",1,1,1
"9159","Czech Republic",1,1,1
"9160","Czech Republic",9,1,1
"9161","Czech Republic",1,1,1
"9162","Czech Republic",10,1,10
"9163","Czech Republic",9,8,8
"9164","Czech Republic",7,3,4
"9165","Czech Republic",10,5,10
"9166","Czech Republic",10,10,9
"9167","Czech Republic",4,4,3
"9168","Czech Republic",3,3,3
"9169","Czech Republic",1,1,1
"9170","Czech Republic",2,3,1
"9171","Czech Republic",5,7,5
"9172","Czech Republic",4,5,4
"9173","Czech Republic",8,6,8
"9174","Czech Republic",2,4,6
"9175","Czech Republic",2,4,6
"9176","Czech Republic",8,6,8
"9177","Czech Republic",1,1,2
"9178","Czech Republic",3,7,1
"9179","Czech Republic",2,2,1
"9180","Czech Republic",1,1,1
"9181","Czech Republic",1,2,2
"9182","Czech Republic",4,3,5
"9183","Czech Republic",4,4,6
"9184","Czech Republic",8,2,4
"9185","Czech Republic",1,2,1
"9186","Czech Republic",1,6,4
"9187","Czech Republic",6,4,6
"9188","Czech Republic",9,7,5
"9189","Czech Republic",7,4,1
"9190","Czech Republic",1,1,1
"9191","Czech Republic",1,1,1
"9192","Czech Republic",1,1,1
"9193","Czech Republic",1,1,1
"9194","Czech Republic",1,1,1
"9195","Czech Republic",1,1,1
"9196","Czech Republic",1,1,1
"9197","Czech Republic",2,1,1
"9198","Czech Republic",1,1,1
"9199","Czech Republic",1,1,1
"9200","Czech Republic",1,1,1
"9201","Czech Republic",3,1,1
"9202","Czech Republic",1,1,1
"9203","Czech Republic",3,1,1
"9204","Czech Republic",3,1,1
"9205","Czech Republic",3,2,1
